,State,date,AvgTemperature
54,Additional Territories,1999-07-31,20.774193548387096
55,Additional Territories,1999-08-31,21.231182795698928
56,Additional Territories,1999-09-30,21.242592592592594
57,Additional Territories,1999-10-31,23.829749103942653
58,Additional Territories,1999-11-30,22.62037037037037
59,Additional Territories,1999-12-31,8.851254480286737
60,Additional Territories,2000-01-31,8.224014336917563
61,Additional Territories,2000-02-29,-5.869731800766285
62,Additional Territories,2000-03-31,14.89605734767025
63,Additional Territories,2000-04-30,9.325925925925926
64,Additional Territories,2000-05-31,20.093189964157705
65,Additional Territories,2000-06-30,0.6833333333333323
66,Additional Territories,2000-07-31,14.815412186379929
67,Additional Territories,2000-08-31,21.258064516129032
68,Additional Territories,2000-09-30,20.655555555555555
69,Additional Territories,2000-10-31,27.103942652329753
70,Additional Territories,2000-11-30,6.259259259259259
71,Additional Territories,2000-12-31,9.446236559139784
72,Additional Territories,2001-01-31,15.003584229390682
73,Additional Territories,2001-02-28,13.950396825396826
74,Additional Territories,2001-03-31,25.5
75,Additional Territories,2001-04-30,16.442592592592593
76,Additional Territories,2001-05-31,14.68458781362007
77,Additional Territories,2001-06-30,20.988888888888887
78,Additional Territories,2001-07-31,11.693548387096774
79,Additional Territories,2001-08-31,8.521505376344084
80,Additional Territories,2001-09-30,10.918518518518518
81,Additional Territories,2001-10-31,11.256272401433693
82,Additional Territories,2001-11-30,6.4074074074074066
83,Additional Territories,2001-12-31,15.835125448028675
84,Additional Territories,2002-01-31,21.881720430107528
85,Additional Territories,2002-02-28,24.71428571428572
86,Additional Territories,2002-03-31,16.010752688172044
87,Additional Territories,2002-04-30,16.046296296296298
88,Additional Territories,2002-05-31,17.1505376344086
89,Additional Territories,2002-06-30,-8.996296296296299
90,Additional Territories,2002-07-31,21.46953405017921
91,Additional Territories,2002-08-31,21.521505376344084
92,Additional Territories,2002-09-30,21.075925925925926
93,Additional Territories,2002-10-31,20.869175627240143
94,Additional Territories,2002-11-30,20.12777777777778
95,Additional Territories,2002-12-31,15.860215053763442
96,Additional Territories,2003-01-31,21.767025089605735
97,Additional Territories,2003-02-28,14.505952380952381
98,Additional Territories,2003-03-31,13.188172043010752
99,Additional Territories,2003-04-30,22.70740740740741
100,Additional Territories,2003-05-31,20.578853046594983
101,Additional Territories,2003-06-30,17.337037037037035
102,Additional Territories,2003-07-31,21.10215053763441
103,Additional Territories,2003-08-31,21.193548387096776
104,Additional Territories,2003-09-30,24.74814814814815
105,Additional Territories,2003-10-31,14.439068100358423
106,Additional Territories,2003-11-30,22.742592592592594
107,Additional Territories,2003-12-31,25.324372759856633
108,Additional Territories,2004-01-31,18.055555555555557
109,Additional Territories,2004-02-29,14.56704980842912
110,Additional Territories,2004-03-31,24.840501792114697
111,Additional Territories,2004-04-30,22.56851851851852
112,Additional Territories,2004-05-31,13.274193548387096
113,Additional Territories,2004-06-30,4.516666666666665
114,Additional Territories,2004-07-31,18.07706093189964
115,Additional Territories,2004-08-31,25.14336917562724
116,Additional Territories,2004-09-30,21.32777777777778
117,Additional Territories,2004-10-31,24.302867383512545
118,Additional Territories,2004-11-30,9.588888888888887
119,Additional Territories,2004-12-31,22.224014336917563
120,Additional Territories,2005-01-31,24.360215053763444
121,Additional Territories,2005-02-28,20.3015873015873
122,Additional Territories,2005-03-31,19.546594982078854
123,Additional Territories,2005-04-30,17.06851851851852
124,Additional Territories,2005-05-31,24.103942652329753
125,Additional Territories,2005-06-30,18.337037037037035
126,Additional Territories,2005-07-31,21.68458781362007
127,Additional Territories,2005-08-31,18.408602150537636
128,Additional Territories,2005-09-30,25.088888888888892
129,Additional Territories,2005-10-31,17.363799283154123
130,Additional Territories,2005-11-30,0.07407407407407299
131,Additional Territories,2005-12-31,-0.5250896057347675
132,Additional Territories,2006-01-31,-4.2455197132616505
133,Additional Territories,2006-02-28,13.851190476190478
134,Additional Territories,2006-03-31,12.740143369175629
135,Additional Territories,2006-04-30,19.209259259259262
136,Additional Territories,2006-05-31,14.67921146953405
137,Additional Territories,2006-06-30,27.925925925925927
138,Additional Territories,2006-07-31,14.551971326164873
139,Additional Territories,2006-08-31,21.263440860215052
140,Additional Territories,2006-09-30,24.95740740740741
141,Additional Territories,2006-10-31,8.318996415770608
142,Additional Territories,2006-11-30,16.95925925925926
143,Additional Territories,2006-12-31,9.566308243727597
144,Additional Territories,2007-01-31,5.637992831541219
145,Additional Territories,2007-02-28,7.837301587301587
146,Additional Territories,2007-03-31,-2.786738351254482
147,Additional Territories,2007-04-30,6.35
148,Additional Territories,2007-05-31,27.84229390681004
149,Additional Territories,2007-06-30,18.17777777777778
150,Additional Territories,2007-07-31,18.551971326164875
151,Additional Territories,2007-08-31,18.381720430107528
152,Additional Territories,2007-09-30,21.314814814814817
153,Additional Territories,2007-10-31,7.888888888888888
154,Additional Territories,2007-11-30,9.698148148148148
155,Additional Territories,2007-12-31,15.74372759856631
156,Additional Territories,2008-01-31,11.883512544802867
157,Additional Territories,2008-02-29,0.8888888888888883
158,Additional Territories,2008-03-31,12.311827956989248
159,Additional Territories,2008-04-30,12.414814814814815
160,Additional Territories,2008-05-31,20.71326164874552
161,Additional Territories,2008-06-30,14.488888888888889
162,Additional Territories,2008-07-31,18.32974910394265
163,Additional Territories,2008-08-31,18.68279569892473
164,Additional Territories,2008-09-30,7.629629629629629
165,Additional Territories,2008-10-31,23.8584229390681
166,Additional Territories,2008-11-30,13.09074074074074
167,Additional Territories,2008-12-31,12.598566308243727
168,Additional Territories,2009-01-31,18.783154121863802
169,Additional Territories,2009-02-28,10.928571428571429
170,Additional Territories,2009-03-31,12.24372759856631
171,Additional Territories,2009-04-30,6.283333333333332
172,Additional Territories,2009-05-31,16.81720430107527
173,Additional Territories,2009-06-30,17.71851851851852
174,Additional Territories,2009-07-31,15.738351254480287
175,Additional Territories,2009-08-31,25.440860215053767
176,Additional Territories,2009-09-30,11.546296296296298
177,Additional Territories,2009-10-31,19.02867383512545
178,Additional Territories,2009-11-30,10.32037037037037
179,Additional Territories,2009-12-31,16.806451612903224
180,Additional Territories,2010-01-31,22.012544802867385
181,Additional Territories,2010-02-28,26.049603174603174
182,Additional Territories,2010-03-31,26.568100358422942
183,Additional Territories,2010-04-30,26.687037037037037
184,Additional Territories,2010-05-31,27.154121863799286
185,Additional Territories,2010-06-30,27.964814814814815
186,Additional Territories,2010-07-31,27.96594982078853
187,Additional Territories,2010-08-31,28.584229390681006
188,Additional Territories,2010-09-30,28.062962962962963
189,Additional Territories,2010-10-31,27.473118279569896
190,Additional Territories,2010-11-30,22.90555555555556
191,Additional Territories,2010-12-31,18.45340501792115
192,Additional Territories,2011-01-31,24.652329749103945
193,Additional Territories,2011-02-28,21.341269841269842
194,Additional Territories,2011-03-31,18.654121863799286
195,Additional Territories,2011-04-30,25.944444444444446
196,Additional Territories,2011-05-31,22.783154121863802
197,Additional Territories,2011-06-30,27.483333333333334
198,Additional Territories,2011-07-31,27.448028673835125
199,Additional Territories,2011-08-31,27.844086021505376
200,Additional Territories,2011-09-30,27.811111111111114
201,Additional Territories,2011-10-31,27.403225806451612
202,Additional Territories,2011-11-30,23.10185185185185
203,Additional Territories,2011-12-31,22.293906810035843
204,Additional Territories,2012-01-31,21.688172043010756
205,Additional Territories,2012-02-29,25.059386973180075
206,Additional Territories,2012-03-31,25.379928315412187
207,Additional Territories,2012-04-30,26.40925925925926
208,Additional Territories,2012-05-31,27.068100358422942
209,Additional Territories,2012-06-30,29.194444444444446
210,Additional Territories,2012-07-31,28.4247311827957
211,Additional Territories,2012-08-31,28.3494623655914
212,Additional Territories,2012-09-30,28.94814814814815
213,Additional Territories,2012-10-31,28.302867383512545
214,Additional Territories,2012-11-30,27.67777777777778
215,Additional Territories,2012-12-31,25.949820788530467
216,Additional Territories,2013-01-31,25.338709677419356
217,Additional Territories,2013-02-28,25.168650793650794
218,Additional Territories,2013-03-31,25.799283154121866
219,Additional Territories,2013-04-30,26.500000000000004
220,Additional Territories,2013-05-31,26.879928315412187
221,Additional Territories,2013-06-30,27.274074074074075
222,Additional Territories,2013-07-31,27.860215053763444
223,Alabama,1995-01-31,7.862007168458781
224,Alabama,1995-02-28,9.387896825396826
225,Alabama,1995-03-31,13.46236559139785
226,Alabama,1995-04-30,17.98472222222222
227,Alabama,1995-05-31,22.784498207885306
228,Alabama,1995-06-30,24.336111111111112
229,Alabama,1995-07-31,26.966397849462368
230,Alabama,1995-08-31,27.375
231,Alabama,1995-09-30,23.388888888888893
232,Alabama,1995-10-31,17.99731182795699
233,Alabama,1995-11-30,10.241666666666667
234,Alabama,1995-12-31,7.202508960573477
235,Alabama,1996-01-31,6.810931899641577
236,Alabama,1996-02-29,8.613026819923373
237,Alabama,1996-03-31,10.627688172043012
238,Alabama,1996-04-30,16.046296296296298
239,Alabama,1996-05-31,19.146505376344088
240,Alabama,1996-06-30,15.060648148148148
241,Alabama,1996-07-31,26.194892473118284
242,Alabama,1996-08-31,25.162634408602152
243,Alabama,1996-09-30,22.348148148148148
244,Alabama,1996-10-31,17.47983870967742
245,Alabama,1996-11-30,12.073611111111113
246,Alabama,1996-12-31,10.14336917562724
247,Alabama,1997-01-31,7.78584229390681
248,Alabama,1997-02-28,10.790178571428571
249,Alabama,1997-03-31,16.413082437275985
250,Alabama,1997-04-30,15.466203703703705
251,Alabama,1997-05-31,20.245967741935484
252,Alabama,1997-06-30,23.237962962962964
253,Alabama,1997-07-31,26.626344086021508
254,Alabama,1997-08-31,25.603494623655916
255,Alabama,1997-09-30,23.992592592592594
256,Alabama,1997-10-31,17.433243727598565
257,Alabama,1997-11-30,10.37962962962963
258,Alabama,1997-12-31,7.180107526881721
259,Alabama,1998-01-31,9.07258064516129
260,Alabama,1998-02-28,9.751488095238097
261,Alabama,1998-03-31,12.120071684587813
262,Alabama,1998-04-30,16.80925925925926
263,Alabama,1998-05-31,23.453853046594983
264,Alabama,1998-06-30,27.23935185185185
265,Alabama,1998-07-31,27.26836917562724
266,Alabama,1998-08-31,26.728494623655916
267,Alabama,1998-09-30,25.48240740740741
268,Alabama,1998-10-31,19.51478494623656
269,Alabama,1998-11-30,14.632407407407408
270,Alabama,1998-12-31,1.801971326164874
271,Alabama,1999-01-31,7.995967741935484
272,Alabama,1999-02-28,11.435515873015873
273,Alabama,1999-03-31,11.839605734767025
274,Alabama,1999-04-30,19.83101851851852
275,Alabama,1999-05-31,21.49148745519713
276,Alabama,1999-06-30,24.8462962962963
277,Alabama,1999-07-31,26.80062724014337
278,Alabama,1999-08-31,27.86872759856631
279,Alabama,1999-09-30,23.541203703703708
280,Alabama,1999-10-31,17.978942652329753
281,Alabama,1999-11-30,13.44351851851852
282,Alabama,1999-12-31,8.745071684587813
283,Alabama,2000-01-31,8.44489247311828
284,Alabama,2000-02-29,11.723180076628353
285,Alabama,2000-03-31,15.20878136200717
286,Alabama,2000-04-30,16.256481481481483
287,Alabama,2000-05-31,23.807795698924732
288,Alabama,2000-06-30,25.478703703703708
289,Alabama,2000-07-31,27.711021505376348
290,Alabama,2000-08-31,27.359767025089607
291,Alabama,2000-09-30,23.39027777777778
292,Alabama,2000-10-31,18.575268817204304
293,Alabama,2000-11-30,11.769907407407407
294,Alabama,2000-12-31,4.204749103942652
295,Alabama,2001-01-31,5.443996415770609
296,Alabama,2001-02-28,11.557539682539684
297,Alabama,2001-03-31,10.900985663082437
298,Alabama,2001-04-30,18.706481481481482
299,Alabama,2001-05-31,22.066756272401435
300,Alabama,2001-06-30,24.49027777777778
301,Alabama,2001-07-31,26.3584229390681
302,Alabama,2001-08-31,25.54032258064516
303,Alabama,2001-09-30,22.220370370370368
304,Alabama,2001-10-31,16.32616487455197
305,Alabama,2001-11-30,15.245370370370372
306,Alabama,2001-12-31,10.366487455197134
307,Alabama,2002-01-31,8.94489247311828
308,Alabama,2002-02-28,8.103670634920634
309,Alabama,2002-03-31,13.255376344086022
310,Alabama,2002-04-30,19.497222222222224
311,Alabama,2002-05-31,21.645609318996417
312,Alabama,2002-06-30,12.218055555555557
313,Alabama,2002-07-31,26.478942652329753
314,Alabama,2002-08-31,26.463709677419356
315,Alabama,2002-09-30,25.164814814814815
316,Alabama,2002-10-31,19.947580645161292
317,Alabama,2002-11-30,11.114351851851852
318,Alabama,2002-12-31,7.72804659498208
319,Alabama,2003-01-31,4.276433691756273
320,Alabama,2003-02-28,9.139384920634921
321,Alabama,2003-03-31,13.914874551971327
322,Alabama,2003-04-30,18.23425925925926
323,Alabama,2003-05-31,22.449820788530467
324,Alabama,2003-06-30,24.477777777777778
325,Alabama,2003-07-31,25.701612903225808
326,Alabama,2003-08-31,26.31003584229391
327,Alabama,2003-09-30,23.297222222222224
328,Alabama,2003-10-31,18.09767025089606
329,Alabama,2003-11-30,15.03425925925926
330,Alabama,2003-12-31,7.112903225806452
331,Alabama,2004-01-31,7.318996415770609
332,Alabama,2004-02-29,8.112068965517242
333,Alabama,2004-03-31,15.746863799283155
334,Alabama,2004-04-30,17.29074074074074
335,Alabama,2004-05-31,23.40098566308244
336,Alabama,2004-06-30,25.15
337,Alabama,2004-07-31,26.67652329749104
338,Alabama,2004-08-31,25.070340501792113
339,Alabama,2004-09-30,23.916203703703708
340,Alabama,2004-10-31,20.865591397849464
341,Alabama,2004-11-30,15.058333333333334
342,Alabama,2004-12-31,8.118279569892474
343,Alabama,2005-01-31,10.05152329749104
344,Alabama,2005-02-28,11.151289682539684
345,Alabama,2005-03-31,12.567652329749103
346,Alabama,2005-04-30,16.950462962962963
347,Alabama,2005-05-31,20.89516129032258
348,Alabama,2005-06-30,25.12175925925926
349,Alabama,2005-07-31,26.50313620071685
350,Alabama,2005-08-31,26.680555555555557
351,Alabama,2005-09-30,25.39537037037037
352,Alabama,2005-10-31,17.764336917562723
353,Alabama,2005-11-30,13.878240740740742
354,Alabama,2005-12-31,7.013440860215054
355,Alabama,2006-01-31,11.330197132616489
356,Alabama,2006-02-28,8.294642857142858
357,Alabama,2006-03-31,14.07168458781362
358,Alabama,2006-04-30,20.228703703703705
359,Alabama,2006-05-31,21.918010752688172
360,Alabama,2006-06-30,26.042592592592595
361,Alabama,2006-07-31,27.5994623655914
362,Alabama,2006-08-31,27.682795698924732
363,Alabama,2006-09-30,23.06990740740741
364,Alabama,2006-10-31,17.374551971326163
365,Alabama,2006-11-30,11.948611111111113
366,Alabama,2006-12-31,9.895609318996417
367,Alabama,2007-01-31,8.758960573476703
368,Alabama,2007-02-28,8.058035714285714
369,Alabama,2007-03-31,16.549283154121866
370,Alabama,2007-04-30,16.568981481481483
371,Alabama,2007-05-31,22.718637992831543
372,Alabama,2007-06-30,26.646296296296295
373,Alabama,2007-07-31,26.129928315412187
374,Alabama,2007-08-31,26.059587813620073
375,Alabama,2007-09-30,24.889351851851853
376,Alabama,2007-10-31,19.78405017921147
377,Alabama,2007-11-30,12.7125
378,Alabama,2007-12-31,11.384856630824371
379,Alabama,2008-01-31,6.832437275985663
380,Alabama,2008-02-29,10.368773946360154
381,Alabama,2008-03-31,13.504480286738351
382,Alabama,2008-04-30,17.694444444444446
383,Alabama,2008-05-31,22.037634408602152
384,Alabama,2008-06-30,26.211574074074075
385,Alabama,2008-07-31,26.92025089605735
386,Alabama,2008-08-31,23.67652329749104
387,Alabama,2008-09-30,20.725925925925928
388,Alabama,2008-10-31,17.436379928315414
389,Alabama,2008-11-30,11.313425925925925
390,Alabama,2008-12-31,10.570340501792113
391,Alabama,2009-01-31,7.98431899641577
392,Alabama,2009-02-28,9.940972222222223
393,Alabama,2009-03-31,14.053315412186382
394,Alabama,2009-04-30,14.510185185185186
395,Alabama,2009-05-31,22.07930107526882
396,Alabama,2009-06-30,27.047222222222224
397,Alabama,2009-07-31,26.02956989247312
398,Alabama,2009-08-31,25.64516129032258
399,Alabama,2009-09-30,23.89027777777778
400,Alabama,2009-10-31,17.815860215053767
401,Alabama,2009-11-30,12.301388888888889
402,Alabama,2009-12-31,7.637544802867383
403,Alabama,2010-01-31,4.711021505376345
404,Alabama,2010-02-28,5.23313492063492
405,Alabama,2010-03-31,11.042114695340501
406,Alabama,2010-04-30,18.687037037037037
407,Alabama,2010-05-31,23.29032258064516
408,Alabama,2010-06-30,27.257870370370373
409,Alabama,2010-07-31,28.239695340501793
410,Alabama,2010-08-31,28.21908602150538
411,Alabama,2010-09-30,25.272685185185185
412,Alabama,2010-10-31,18.549283154121866
413,Alabama,2010-11-30,13.422222222222222
414,Alabama,2010-12-31,5.33826164874552
415,Alabama,2011-01-31,5.671146953405018
416,Alabama,2011-02-28,10.45138888888889
417,Alabama,2011-03-31,14.865143369175629
418,Alabama,2011-04-30,19.739814814814814
419,Alabama,2011-05-31,21.95878136200717
420,Alabama,2011-06-30,27.763425925925926
421,Alabama,2011-07-31,27.56227598566308
422,Alabama,2011-08-31,27.923387096774192
423,Alabama,2011-09-30,22.645370370370372
424,Alabama,2011-10-31,16.467741935483872
425,Alabama,2011-11-30,13.801388888888889
426,Alabama,2011-12-31,10.249551971326166
427,Alabama,2012-01-31,11.14247311827957
428,Alabama,2012-02-29,11.83764367816092
429,Alabama,2012-03-31,18.70743727598566
430,Alabama,2012-04-30,19.15138888888889
431,Alabama,2012-05-31,23.596774193548388
432,Alabama,2012-06-30,25.763425925925926
433,Alabama,2012-07-31,27.649193548387096
434,Alabama,2012-08-31,25.830645161290324
435,Alabama,2012-09-30,23.11111111111111
436,Alabama,2012-10-31,17.34094982078853
437,Alabama,2012-11-30,11.178703703703706
438,Alabama,2012-12-31,11.21326164874552
439,Alabama,2013-01-31,10.476702508960573
440,Alabama,2013-02-28,9.517361111111112
441,Alabama,2013-03-31,10.663978494623658
442,Alabama,2013-04-30,17.451851851851853
443,Alabama,2013-05-31,20.842741935483872
444,Alabama,2013-06-30,26.143981481481482
445,Alabama,2013-07-31,25.544802867383513
446,Alabama,2013-08-31,25.611559139784948
447,Alabama,2013-09-30,24.378240740740743
448,Alabama,2013-10-31,18.791218637992834
449,Alabama,2013-11-30,11.570833333333333
450,Alabama,2013-12-31,9.34005376344086
451,Alabama,2014-01-31,3.513440860215054
452,Alabama,2014-02-28,8.844246031746032
453,Alabama,2014-03-31,11.82258064516129
454,Alabama,2014-04-30,17.849074074074075
455,Alabama,2014-05-31,21.916666666666668
456,Alabama,2014-06-30,22.93148148148148
457,Alabama,2014-07-31,25.941756272401435
458,Alabama,2014-08-31,26.677867383512545
459,Alabama,2014-09-30,24.820370370370373
460,Alabama,2014-10-31,19.109767025089607
461,Alabama,2014-11-30,9.918981481481483
462,Alabama,2014-12-31,10.44578853046595
463,Alabama,2015-01-31,6.994623655913979
464,Alabama,2015-02-28,5.557043650793651
465,Alabama,2015-03-31,14.923387096774194
466,Alabama,2015-04-30,19.69490740740741
467,Alabama,2015-05-31,22.8328853046595
468,Alabama,2015-06-30,26.65648148148148
469,Alabama,2015-07-31,27.841397849462368
470,Alabama,2015-08-31,26.498655913978496
471,Alabama,2015-09-30,24.084259259259262
472,Alabama,2015-10-31,19.112455197132615
473,Alabama,2015-11-30,15.732870370370371
474,Alabama,2015-12-31,14.608870967741936
475,Alabama,2016-01-31,6.6984767025089615
476,Alabama,2016-02-29,10.449712643678161
477,Alabama,2016-03-31,16.172043010752688
478,Alabama,2016-04-30,18.466666666666665
479,Alabama,2016-05-31,22.141129032258064
480,Alabama,2016-06-30,26.645370370370372
481,Alabama,2016-07-31,27.922491039426525
482,Alabama,2016-08-31,27.579749103942653
483,Alabama,2016-09-30,26.219444444444445
484,Alabama,2016-10-31,20.907706093189965
485,Alabama,2016-11-30,15.420833333333333
486,Alabama,2016-12-31,10.938172043010754
487,Alabama,2017-01-31,12.170250896057347
488,Alabama,2017-02-28,14.21825396825397
489,Alabama,2017-03-31,15.443548387096774
490,Alabama,2017-04-30,20.61712962962963
491,Alabama,2017-05-31,22.00089605734767
492,Alabama,2017-06-30,24.95601851851852
493,Alabama,2017-07-31,27.289426523297493
494,Alabama,2017-08-31,26.379480286738353
495,Alabama,2017-09-30,23.558796296296297
496,Alabama,2017-10-31,19.395609318996417
497,Alabama,2017-11-30,13.54351851851852
498,Alabama,2017-12-31,8.883960573476703
499,Alabama,2018-01-31,5.278673835125448
500,Alabama,2018-02-28,15.161210317460318
501,Alabama,2018-03-31,13.81810035842294
502,Alabama,2018-04-30,16.214351851851852
503,Alabama,2018-05-31,24.025985663082437
504,Alabama,2018-06-30,26.51527777777778
505,Alabama,2018-07-31,27.151881720430108
506,Alabama,2018-08-31,26.55510752688172
507,Alabama,2018-09-30,26.447685185185186
508,Alabama,2018-10-31,20.370071684587817
509,Alabama,2018-11-30,10.813425925925925
510,Alabama,2018-12-31,10.257616487455198
511,Alabama,2019-01-31,8.142921146953405
512,Alabama,2019-02-28,14.116071428571429
513,Alabama,2019-03-31,13.285394265232975
514,Alabama,2019-04-30,18.3462962962963
515,Alabama,2019-05-31,24.189964157706093
516,Alabama,2019-06-30,26.18888888888889
517,Alabama,2019-07-31,27.171594982078854
518,Alabama,2019-08-31,27.057795698924732
519,Alabama,2019-09-30,27.285648148148148
520,Alabama,2019-10-31,20.455197132616487
521,Alabama,2019-11-30,10.97777777777778
522,Alabama,2019-12-31,11.293458781362007
523,Alabama,2020-01-31,10.460573476702509
524,Alabama,2020-02-29,10.949233716475096
525,Alabama,2020-03-31,17.712813620071685
526,Alabama,2020-04-30,17.3462962962963
527,Alabama,2020-05-31,17.915598290598293
528,Alaska,1995-01-31,-11.518518518518517
529,Alaska,1995-02-28,-8.46031746031746
530,Alaska,1995-03-31,-7.774193548387097
531,Alaska,1995-04-30,5.104320987654321
532,Alaska,1995-05-31,10.956391875746714
533,Alaska,1995-06-30,13.97469135802469
534,Alaska,1995-07-31,15.341696535244923
535,Alaska,1995-08-31,13.430704898446836
536,Alaska,1995-09-30,11.664197530864199
537,Alaska,1995-10-31,2.410991636798088
538,Alaska,1995-11-30,-8.914197530864199
539,Alaska,1995-12-31,-11.148148148148149
540,Alaska,1996-01-31,-16.744324970131423
541,Alaska,1996-02-29,-9.931673052362708
542,Alaska,1996-03-31,-3.247311827956989
543,Alaska,1996-04-30,2.9253086419753087
544,Alaska,1996-05-31,9.96415770609319
545,Alaska,1996-06-30,13.860493827160495
546,Alaska,1996-07-31,15.606332138590203
547,Alaska,1996-08-31,12.639187574671446
548,Alaska,1996-09-30,7.71604938271605
549,Alaska,1996-10-31,-3.120669056152927
550,Alaska,1996-11-30,-8.64567901234568
551,Alaska,1996-12-31,-12.58363201911589
552,Alaska,1997-01-31,-13.090800477897254
553,Alaska,1997-02-28,-3.0899470899470898
554,Alaska,1997-03-31,-6.442652329749105
555,Alaska,1997-04-30,3.5419753086419754
556,Alaska,1997-05-31,10.15352449223417
557,Alaska,1997-06-30,15.0320987654321
558,Alaska,1997-07-31,16.104540023894863
559,Alaska,1997-08-31,14.527479091995222
560,Alaska,1997-09-30,10.496296296296295
561,Alaska,1997-10-31,-1.0227001194743128
562,Alaska,1997-11-30,-3.6160493827160494
563,Alaska,1997-12-31,-8.823775388291518
564,Alaska,1998-01-31,-12.703703703703706
565,Alaska,1998-02-28,-5.593915343915344
566,Alaska,1998-03-31,-2.6487455197132617
567,Alaska,1998-04-30,4.575925925925926
568,Alaska,1998-05-31,9.661290322580646
569,Alaska,1998-06-30,13.53641975308642
570,Alaska,1998-07-31,14.995818399044206
571,Alaska,1998-08-31,12.053166069295102
572,Alaska,1998-09-30,8.929012345679013
573,Alaska,1998-10-31,1.715651135005974
574,Alaska,1998-11-30,-6.1302469135802475
575,Alaska,1998-12-31,-18.403225806451612
576,Alaska,1999-01-31,-15.369175627240145
577,Alaska,1999-02-28,-14.18584656084656
578,Alaska,1999-03-31,-5.842891278375149
579,Alaska,1999-04-30,2.142592592592593
580,Alaska,1999-05-31,7.907407407407407
581,Alaska,1999-06-30,13.988271604938273
582,Alaska,1999-07-31,15.071684587813621
583,Alaska,1999-08-31,13.835125448028675
584,Alaska,1999-09-30,8.829012345679011
585,Alaska,1999-10-31,0.5782556750298685
586,Alaska,1999-11-30,-7.772222222222222
587,Alaska,1999-12-31,-10.424731182795698
588,Alaska,2000-01-31,-11.709080047789726
589,Alaska,2000-02-29,-5.810983397190293
590,Alaska,2000-03-31,-2.305256869772999
591,Alaska,2000-04-30,2.4987654320987653
592,Alaska,2000-05-31,7.937873357228197
593,Alaska,2000-06-30,13.868518518518519
594,Alaska,2000-07-31,14.100955794504182
595,Alaska,2000-08-31,12.129629629629632
596,Alaska,2000-09-30,7.890740740740742
597,Alaska,2000-10-31,0.7007168458781364
598,Alaska,2000-11-30,-3.5246913580246915
599,Alaska,2000-12-31,-7.248506571087216
600,Alaska,2001-01-31,-4.238351254480287
601,Alaska,2001-02-28,-6.512566137566138
602,Alaska,2001-03-31,-4.324970131421744
603,Alaska,2001-04-30,2.8876543209876546
604,Alaska,2001-05-31,7.20310633213859
605,Alaska,2001-06-30,14.511111111111111
606,Alaska,2001-07-31,14.160692951015532
607,Alaska,2001-08-31,14.155913978494624
608,Alaska,2001-09-30,9.36604938271605
609,Alaska,2001-10-31,-0.08363201911588994
610,Alaska,2001-11-30,-7.651234567901236
611,Alaska,2001-12-31,-12.33452807646356
